name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1025;0;1002;3071;1855;3071;1855;0
header;245;159;245;192;1898;192;1898;159
A;1041;219;1041;246;1063;246;1063;219
D;1260;355;1260;380;1287;380;1287;355
A;1233;362;1233;369;1239;369;1239;362
A;1373;777;1373;782;1379;782;1379;777
B;1036;902;1036;930;1057;930;1057;902
A;1758;958;1758;963;1763;963;1763;958
A;1721;1532;1721;1532;1721;1532;1721;1532
C;1032;1554;1032;1582;1052;1582;1052;1554
D;1028;2223;1028;2252;1051;2252;1051;2223
B;1659;2546;1659;2572;1673;2572;1673;2546
A;1180;2604;1180;2609;1185;2609;1185;2604
